mutation,replicate,time_ns,metric_value,metric
WT,1,30.661323,4.738653987589103,LYS102-DOR
WT,1,30.726257,4.642014625478094,LYS102-DOR
WT,1,30.861723,4.440404562526021,LYS102-DOR
WT,1,31.062124,5.05092580483337,LYS102-DOR
WT,1,31.262525,5.473515764495943,LYS102-DOR
WT,1,31.284916,5.479537243352892,LYS102-DOR
WT,1,31.462926,5.527407023442898,LYS102-DOR
WT,1,31.663327,4.688241134863161,LYS102-DOR
WT,1,31.843575,4.110768847890056,LYS102-DOR
WT,1,31.863727,4.046206569656281,LYS102-DOR
WT,1,32.064128,4.514891908891871,LYS102-DOR
WT,1,32.264529,5.102691804679702,LYS102-DOR
WT,1,32.402235,4.987661814459667,LYS102-DOR
WT,1,32.46493,4.935290513303315,LYS102-DOR
WT,1,32.665331,4.524829702146665,LYS102-DOR
WT,1,32.865731,3.950222843515708,LYS102-DOR
WT,1,32.960894,4.320661292273235,LYS102-DOR
WT,1,33.066132,4.730321883050966,LYS102-DOR
WT,1,33.266533,4.333957011872227,LYS102-DOR
WT,1,33.466934,4.708181949980878,LYS102-DOR
WT,1,33.519553,4.610433884452995,LYS102-DOR
WT,1,33.667335,4.335906909390567,LYS102-DOR
WT,1,33.867735,4.766646324748135,LYS102-DOR
WT,1,34.068136,5.1778773663620346,LYS102-DOR
WT,1,34.078212,5.1523616617000565,LYS102-DOR
WT,1,34.268537,4.670373343211877,LYS102-DOR
WT,1,34.468938,5.310217540351491,LYS102-DOR
WT,1,34.636872,5.379892484461496,LYS102-DOR
WT,1,34.669339,5.393360724401713,LYS102-DOR
WT,1,34.869739,4.141306248982852,LYS102-DOR
WT,1,35.07014,5.1297698071934965,LYS102-DOR
WT,1,35.195531,4.9981151042925145,LYS102-DOR
WT,1,35.270541,4.919357098024044,LYS102-DOR
WT,1,35.470942,4.959279416398174,LYS102-DOR
WT,1,35.671343,4.74863512411581,LYS102-DOR
WT,1,35.75419,5.028625774444036,LYS102-DOR
WT,1,35.871743,5.4259092115996825,LYS102-DOR
WT,1,36.072144,5.036899347643671,LYS102-DOR
WT,1,36.272545,5.043501530408686,LYS102-DOR
WT,1,36.312849,5.028061030428941,LYS102-DOR
WT,1,36.472946,4.966727395153949,LYS102-DOR
WT,1,36.673347,4.563541458461867,LYS102-DOR
WT,1,36.871508,5.119432945617006,LYS102-DOR
WT,1,36.873747,5.125713904230164,LYS102-DOR
WT,1,37.074148,4.990165819464891,LYS102-DOR
WT,1,37.274549,4.515720889864421,LYS102-DOR
WT,1,37.430168,4.532904136047506,LYS102-DOR
WT,1,37.47495,4.537849149787341,LYS102-DOR
WT,1,37.675351,4.907829099408077,LYS102-DOR
WT,1,37.875752,4.6100672293593785,LYS102-DOR
WT,1,37.988827,4.376814092582299,LYS102-DOR
WT,1,38.076152,4.196678517352954,LYS102-DOR
WT,1,38.276553,4.585900455861731,LYS102-DOR
WT,1,38.476954,4.728111132339245,LYS102-DOR
WT,1,38.547486,4.733393136942994,LYS102-DOR
WT,1,38.677355,4.743118600304605,LYS102-DOR
WT,1,38.877756,4.638113105282746,LYS102-DOR
WT,1,39.078156,5.189142762135108,LYS102-DOR
WT,1,39.106145,5.177964313998644,LYS102-DOR
WT,1,39.278557,5.109099104947329,LYS102-DOR
WT,1,39.478958,4.401212309194309,LYS102-DOR
WT,1,39.664804,4.9920415650947465,LYS102-DOR
WT,1,39.679359,5.038312990880258,LYS102-DOR
WT,1,39.87976,5.063213847211147,LYS102-DOR
WT,1,40.08016,5.787602518563136,LYS102-DOR
WT,1,40.223464,5.276939524241533,LYS102-DOR
WT,1,40.280561,5.073473770297208,LYS102-DOR
WT,1,40.480962,4.916245653628032,LYS102-DOR
WT,1,40.681363,5.24666516183967,LYS102-DOR
WT,1,40.782123,5.003193842512676,LYS102-DOR
WT,1,40.881764,4.762428001778342,LYS102-DOR
WT,1,41.082164,4.949429388679441,LYS102-DOR
WT,1,41.282565,5.0891330938737696,LYS102-DOR
WT,1,41.340782,5.0419354727833,LYS102-DOR
WT,1,41.482966,4.926663578143181,LYS102-DOR
WT,1,41.683367,4.288974201736763,LYS102-DOR
WT,1,41.883768,5.648180509895102,LYS102-DOR
WT,1,41.899441,5.547927656930367,LYS102-DOR
WT,1,42.084168,4.366315408502072,LYS102-DOR
WT,1,42.284569,4.230599113842112,LYS102-DOR
WT,1,42.458101,4.848615752307539,LYS102-DOR
WT,1,42.48497,4.944306759793691,LYS102-DOR
WT,1,42.685371,4.641953065858471,LYS102-DOR
WT,1,42.885772,5.175110080399368,LYS102-DOR
WT,1,43.01676,4.786083887143264,LYS102-DOR
WT,1,43.086172,4.5799345747918006,LYS102-DOR
WT,1,43.286573,5.263633751010983,LYS102-DOR
WT,1,43.486974,5.040547188615106,LYS102-DOR
WT,1,43.575419,4.958630938596547,LYS102-DOR
WT,1,43.687375,4.854939381685348,LYS102-DOR
WT,1,43.887776,4.813476397694476,LYS102-DOR
WT,1,44.088176,4.965567624905833,LYS102-DOR
WT,1,44.134078,4.86725614520449,LYS102-DOR
WT,1,44.288577,4.536351536020422,LYS102-DOR
WT,1,44.488978,5.124156217122755,LYS102-DOR
WT,1,44.689379,5.362242537312324,LYS102-DOR
WT,1,44.692737,5.3542975944526106,LYS102-DOR
WT,1,44.88978,4.888099864845377,LYS102-DOR
WT,1,45.09018,4.874171948055187,LYS102-DOR
WT,1,45.251397,4.923674091032187,LYS102-DOR
WT,1,45.290581,4.935705683809756,LYS102-DOR
WT,1,45.490982,4.687829425469903,LYS102-DOR
WT,1,45.691383,4.222839139450636,LYS102-DOR
WT,1,45.810056,4.438107028954986,LYS102-DOR
WT,1,45.891784,4.586356707545159,LYS102-DOR
WT,1,46.092184,4.247799404632173,LYS102-DOR
WT,1,46.292585,4.538667983321628,LYS102-DOR
WT,1,46.368715,4.68719302370345,LYS102-DOR
WT,1,46.492986,4.929638368096523,LYS102-DOR
WT,1,46.693387,5.151882051710977,LYS102-DOR
WT,1,46.893788,4.515222992100267,LYS102-DOR
WT,1,46.927374,4.566370431399439,LYS102-DOR
WT,1,47.094188,4.820408094093784,LYS102-DOR
WT,1,47.294589,4.8456507056816305,LYS102-DOR
WT,1,47.486034,4.720524556692018,LYS102-DOR
WT,1,47.49499,4.714670993779054,LYS102-DOR
WT,1,47.695391,4.35823287184558,LYS102-DOR
WT,1,47.895792,4.937645533709087,LYS102-DOR
WT,1,48.044693,4.616356300316698,LYS102-DOR
WT,1,48.096192,4.505234989979802,LYS102-DOR
WT,1,48.296593,4.646119189190409,LYS102-DOR
WT,1,48.496994,4.808219540604924,LYS102-DOR
WT,1,48.603352,4.72258124132688,LYS102-DOR
WT,1,48.697395,4.646859426346598,LYS102-DOR
WT,1,48.897796,5.038719232390018,LYS102-DOR
WT,1,49.098196,5.450135423070386,LYS102-DOR
WT,1,49.162011,5.417878829184336,LYS102-DOR
WT,1,49.298597,5.34883649757846,LYS102-DOR
WT,1,49.498998,5.394294675177442,LYS102-DOR
WT,1,49.699399,4.829415362871015,LYS102-DOR
WT,1,49.72067,4.873354611357643,LYS102-DOR
WT,1,49.8998,5.243380107252786,LYS102-DOR
WT,1,50.1002,5.063621924054165,LYS102-DOR
WT,1,50.27933,4.856116119623134,LYS102-DOR
WT,1,50.300601,4.831475589311555,LYS102-DOR
WT,1,50.501002,5.119230919491644,LYS102-DOR
WT,1,50.701403,4.555549799727311,LYS102-DOR
WT,1,50.837989,4.725165662626863,LYS102-DOR
WT,1,50.901804,4.804412874123989,LYS102-DOR
WT,1,51.102204,5.140453365296077,LYS102-DOR
WT,1,51.302605,4.508694987559999,LYS102-DOR
WT,1,51.396648,4.5248295050613905,LYS102-DOR
WT,1,51.503006,4.543077640537053,LYS102-DOR
WT,1,51.703407,5.216275633839255,LYS102-DOR
WT,1,51.903808,5.224125687206652,LYS102-DOR
WT,1,51.955307,5.127450584154926,LYS102-DOR
WT,1,52.104208,4.847930214448613,LYS102-DOR
WT,1,52.304609,4.575149066408038,LYS102-DOR
WT,1,52.50501,4.451711138941039,LYS102-DOR
WT,1,52.513966,4.468785766216285,LYS102-DOR
WT,1,52.705411,4.833776833148221,LYS102-DOR
WT,1,52.905812,5.002455174885255,LYS102-DOR
WT,1,53.072626,4.926396831100161,LYS102-DOR
WT,1,53.106212,4.911083394971501,LYS102-DOR
WT,1,53.306613,4.639456822345848,LYS102-DOR
WT,1,53.507014,4.717547046256764,LYS102-DOR
WT,1,53.631285,4.552817546733755,LYS102-DOR
WT,1,53.707415,4.451902740959435,LYS102-DOR
WT,1,53.907816,4.911749883816053,LYS102-DOR
WT,1,54.108216,5.38543875272153,LYS102-DOR
WT,1,54.189944,5.104202531756461,LYS102-DOR
WT,1,54.308617,4.695830318514696,LYS102-DOR
WT,1,54.509018,4.873886242312922,LYS102-DOR
WT,1,54.709419,4.780533969945302,LYS102-DOR
WT,1,54.748603,4.811963199552752,LYS102-DOR
WT,1,54.90982,4.941273195186144,LYS102-DOR
WT,1,55.11022,4.488942881866641,LYS102-DOR
WT,1,55.307263,4.961742762838507,LYS102-DOR
WT,1,55.310621,4.969800237066696,LYS102-DOR
WT,1,55.511022,4.934099265647631,LYS102-DOR
WT,1,55.711423,5.2317125273172165,LYS102-DOR
WT,1,55.865922,4.940789433742174,LYS102-DOR
WT,1,55.911824,4.854356359631905,LYS102-DOR
WT,1,56.112224,4.948921800102319,LYS102-DOR
WT,1,56.312625,4.61961402781022,LYS102-DOR
WT,1,56.424581,4.83120874911393,LYS102-DOR
WT,1,56.513026,4.998368824559426,LYS102-DOR
WT,1,56.713427,4.682638346130127,LYS102-DOR
WT,1,56.913828,4.432178422691599,LYS102-DOR
WT,1,56.98324,4.55967496711504,LYS102-DOR
WT,1,57.114228,4.8002748253663095,LYS102-DOR
WT,1,57.314629,4.839746120836359,LYS102-DOR
WT,1,57.51503,5.375525148430932,LYS102-DOR
WT,1,57.541899,5.296442382851842,LYS102-DOR
WT,1,57.715431,4.785689176576181,LYS102-DOR
WT,1,57.915832,5.338061780292316,LYS102-DOR
WT,1,58.100559,4.499628918936705,LYS102-DOR
WT,1,58.116232,4.4284928195249975,LYS102-DOR
WT,1,58.316633,4.842407863514379,LYS102-DOR
WT,1,58.517034,5.019141079334953,LYS102-DOR
WT,1,58.659218,4.897842635997726,LYS102-DOR
WT,1,58.717435,4.8481775492567625,LYS102-DOR
WT,1,58.917836,5.3011579390120565,LYS102-DOR
WT,1,59.118236,4.59145774493201,LYS102-DOR
WT,1,59.217877,4.745199209294454,LYS102-DOR
WT,1,59.318637,4.9006696706619195,LYS102-DOR
WT,1,59.519038,5.075466945585775,LYS102-DOR
WT,1,59.719439,4.915594004570077,LYS102-DOR
WT,1,59.776536,5.006452739035155,LYS102-DOR
WT,1,59.91984,5.234491512251917,LYS102-DOR
WT,1,60.12024,4.565497077448396,LYS102-DOR
WT,1,60.320641,4.814466607167516,LYS102-DOR
WT,1,60.335196,4.847417940050401,LYS102-DOR
WT,1,60.521042,5.268161812073701,LYS102-DOR
WT,1,60.721443,5.067621512331476,LYS102-DOR
WT,1,60.893855,4.7926995489610835,LYS102-DOR
WT,1,60.921844,4.748070432507015,LYS102-DOR
WT,1,61.122244,5.155780135053129,LYS102-DOR
WT,1,61.322645,4.85353828995381,LYS102-DOR
WT,1,61.452514,4.476124903085673,LYS102-DOR
WT,1,61.523046,4.271151047482862,LYS102-DOR
WT,1,61.723447,4.438300963819151,LYS102-DOR
WT,1,61.923848,4.467450965689923,LYS102-DOR
WT,1,62.011173,4.596487213548382,LYS102-DOR
WT,1,62.124248,4.763573085023855,LYS102-DOR
WT,1,62.324649,4.497769539998216,LYS102-DOR
WT,1,62.52505,4.6877053592908045,LYS102-DOR
WT,1,62.569832,4.65011043797786,LYS102-DOR
WT,1,62.725451,4.519466064383175,LYS102-DOR
WT,1,62.925852,4.150296830574111,LYS102-DOR
WT,1,63.126253,4.509840049823545,LYS102-DOR
WT,1,63.128492,4.51747775461795,LYS102-DOR
WT,1,63.326653,5.193447035440629,LYS102-DOR
WT,1,63.527054,5.0689265981677485,LYS102-DOR
WT,1,63.687151,5.042373635162821,LYS102-DOR
WT,1,63.727455,5.035689114894646,LYS102-DOR
WT,1,63.927856,5.238319861574418,LYS102-DOR
WT,1,64.128257,4.851067766065334,LYS102-DOR
WT,1,64.24581,4.819727733423697,LYS102-DOR
WT,1,64.328657,4.797640439315834,LYS102-DOR
WT,1,64.529058,4.745948724662653,LYS102-DOR
WT,1,64.729459,5.207454427250266,LYS102-DOR
WT,1,64.804469,5.08725704804969,LYS102-DOR
WT,1,64.92986,4.88632799713315,LYS102-DOR
WT,1,65.130261,4.388714074274352,LYS102-DOR
WT,1,65.330661,4.856394918065654,LYS102-DOR
WT,1,65.363128,4.8934661991945685,LYS102-DOR
WT,1,65.531062,5.085213633277963,LYS102-DOR
WT,1,65.731463,5.591462655597089,LYS102-DOR
WT,1,65.921788,5.064394362546799,LYS102-DOR
WT,1,65.931864,5.036492381085905,LYS102-DOR
WT,1,66.132265,5.623138556373226,LYS102-DOR
WT,1,66.332665,4.844890227286763,LYS102-DOR
WT,1,66.480447,5.222365343361966,LYS102-DOR
WT,1,66.533066,5.356769229787732,LYS102-DOR
WT,1,66.733467,5.436911752139898,LYS102-DOR
WT,1,66.933868,5.1885461553053425,LYS102-DOR
WT,1,67.039106,5.121933902164468,LYS102-DOR
WT,1,67.134269,5.061698717227828,LYS102-DOR
WT,1,67.334669,4.899694895019256,LYS102-DOR
WT,1,67.53507,5.1502149952973175,LYS102-DOR
WT,1,67.597765,5.14201711072488,LYS102-DOR
WT,1,67.735471,5.12401056964015,LYS102-DOR
WT,1,67.935872,5.343897427795668,LYS102-DOR
WT,1,68.136273,5.131727416005921,LYS102-DOR
WT,1,68.156425,5.082203215170316,LYS102-DOR
WT,1,68.336673,4.639237844377435,LYS102-DOR
WT,1,68.537074,4.758098029392203,LYS102-DOR
WT,1,68.715084,4.954503109256399,LYS102-DOR
WT,1,68.737475,4.979207807359923,LYS102-DOR
WT,1,68.937876,4.649157682964037,LYS102-DOR
WT,1,69.138277,5.152627867176021,LYS102-DOR
WT,1,69.273743,5.1647893764322665,LYS102-DOR
WT,1,69.338677,5.170618849820756,LYS102-DOR
WT,1,69.539078,5.191361624616106,LYS102-DOR
WT,1,69.739479,5.702605928976916,LYS102-DOR
WT,1,69.832402,5.388415327686251,LYS102-DOR
WT,1,69.93988,5.025012455695136,LYS102-DOR
WT,1,70.140281,5.1758046396165005,LYS102-DOR
WT,1,70.340681,4.613972328290875,LYS102-DOR
WT,1,70.391061,4.496907663977809,LYS102-DOR
WT,1,70.541082,4.148314335491311,LYS102-DOR
WT,1,70.741483,4.863418438352452,LYS102-DOR
WT,1,70.941884,4.920056848740726,LYS102-DOR
WT,1,70.949721,4.918912857449686,LYS102-DOR
WT,1,71.142285,4.890805175305297,LYS102-DOR
WT,1,71.342685,5.552013095256173,LYS102-DOR
WT,1,71.50838,4.964328189807238,LYS102-DOR
WT,1,71.543086,4.841232861530534,LYS102-DOR
WT,1,71.743487,4.9354688458216,LYS102-DOR
WT,1,71.943888,4.77457230542952,LYS102-DOR
WT,1,72.067039,4.938679070845919,LYS102-DOR
WT,1,72.144289,5.041619498666776,LYS102-DOR
WT,1,72.344689,5.189358724723516,LYS102-DOR
WT,1,72.54509,4.827994081557597,LYS102-DOR
WT,1,72.625698,4.818637287211123,LYS102-DOR
WT,1,72.745491,4.804732410313047,LYS102-DOR
WT,1,72.945892,4.463873000045396,LYS102-DOR
WT,1,73.146293,4.669754303174714,LYS102-DOR
WT,1,73.184358,4.741976317121382,LYS102-DOR
WT,1,73.346693,5.049980011697273,LYS102-DOR
WT,1,73.547094,4.956864916323786,LYS102-DOR
WT,1,73.743017,4.136228401800739,LYS102-DOR
WT,1,73.747495,4.117472056847378,LYS102-DOR
WT,1,73.947896,4.715485539820429,LYS102-DOR
WT,1,74.148297,4.2167558676044505,LYS102-DOR
WT,1,74.301676,4.872067535212127,LYS102-DOR
WT,1,74.348697,5.072964724022728,LYS102-DOR
WT,1,74.549098,4.706865912077675,LYS102-DOR
WT,1,74.749499,5.034693644805575,LYS102-DOR
WT,1,74.860335,5.113354490412383,LYS102-DOR
WT,1,74.9499,5.176918574600079,LYS102-DOR
WT,1,75.150301,4.689369201855126,LYS102-DOR
WT,1,75.350701,4.558791069070568,LYS102-DOR
WT,1,75.418994,4.742046895413127,LYS102-DOR
WT,1,75.551102,5.096544987073464,LYS102-DOR
WT,1,75.751503,5.3444375460669145,LYS102-DOR
