penalty,combo_size,feature_combo,n_features_filtered,cv_folds,low_max_fold,threshold_objective,c_by_fold,threshold_by_fold,c_mean,c_median,threshold_mean,threshold_median,threshold_min,threshold_max,inner_fn_mean,inner_fp_mean,inner_balanced_accuracy_mean,tn,fp,fn,tp,accuracy,balanced_accuracy,macro_f1,macro_precision,macro_recall,roc_auc,average_precision
l2,4,residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 0.01, 0.01, 1.0]","[0.02131701034073019, 0.25310030527116456, 0.47507195191027995, 0.49173213050659115, 0.14649994224490304]",2.404,1.0,0.27754426805473376,0.25310030527116456,0.02131701034073019,0.49173213050659115,0.0,5.6,0.6107142857142857,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6555555555555556,0.6642798786181139
l2,4,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 10.0, 0.01]","[0.4498902363133761, 0.4497176591218096, 0.4575240617071864, 0.0978188028187914, 0.49954854921007996]",2.008,0.01,0.3908998618342487,0.4498902363133761,0.0978188028187914,0.49954854921007996,0.0,6.0,0.5785714285714285,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6555555555555556,0.6506204906204907
l1,4,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd|ligand_entrance_distance_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 0.01, 10.0, 1.0]","[0.5, 0.1908462190522593, 0.5, 0.0023959025367935594, 0.36524594144655176]",4.204,1.0,0.31169761260712087,0.36524594144655176,0.0023959025367935594,0.5,0.0,5.0,0.6482142857142856,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444446,0.7370681605975723
l2,4,binding_dg_electrostatic_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 0.01, 10.0, 0.01]","[0.4637956339811955, 0.09759666362237407, 0.48568828972527844, 0.006881839140315815, 0.48475050505463013]",2.206,0.01,0.3077425863047588,0.4637956339811955,0.006881839140315815,0.48568828972527844,0.0,5.8,0.5964285714285714,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444445,0.7304795642953537
l1,4,residue_min_distance_LYS101_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 1.0, 1.0]","[0.01714858836565547, 0.5, 0.5, 0.16321494109003887, 0.37246476297107156]",0.604,1.0,0.31056565848535317,0.37246476297107156,0.01714858836565547,0.5,0.0,5.6,0.6053571428571429,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444445,0.721203007518797
l1,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 0.01, 0.01, 1.0]","[0.08607852343486966, 0.00047026892199930614, 0.5, 0.5, 0.4553451303852406]",2.404,1.0,0.30837878454842194,0.4553451303852406,0.00047026892199930614,0.5,0.0,5.6,0.6035714285714285,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444445,0.7066773504273505
l2,4,ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 0.01, 0.1]","[0.48720106635383065, 0.49184250382327777, 0.48737844298037314, 0.47804765781522973, 0.4499286238074719]",0.028000000000000004,0.01,0.4788796589560366,0.48720106635383065,0.4499286238074719,0.49184250382327777,0.0,4.8,0.6625,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444445,0.7041700404858299
l1,5,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 0.01, 0.01, 0.01, 10.0]","[0.01065236326989294, 0.5, 0.5, 0.5, 0.0027367703597186432]",4.006,0.01,0.3026778267259223,0.5,0.0027367703597186432,0.5,0.0,6.6,0.5410714285714285,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444445,0.6930555555555555
l2,5,residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 0.01, 10.0]","[0.47891303133794405, 0.4815398567846225, 0.4889946913215901, 0.48316435765169363, 0.39773840069447197]",2.008,0.01,0.4660700675580644,0.4815398567846225,0.39773840069447197,0.4889946913215901,0.0,5.2,0.6321428571428571,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444445,0.6847203235361129
l2,5,binding_dg_electrostatic_mean|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL179_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.1, 0.01, 0.01, 0.01, 0.01]","[0.3139800859160726, 0.4814193590361677, 0.4777442031307175, 0.4561869992917922, 0.4883258194990412]",0.028000000000000004,0.01,0.4435312933747582,0.4777442031307175,0.3139800859160726,0.4883258194990412,0.0,6.0,0.5767857142857142,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444445,0.6608512759170654
l1,4,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 0.01, 0.01, 0.01, 10.0]","[0.011577274026092432, 0.5, 0.5, 0.5, 0.1950046553891902]",4.006,0.01,0.3413163858830565,0.5,0.011577274026092432,0.5,0.0,5.4,0.6178571428571429,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444445,0.6584126984126986
l1,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 0.01, 1.0, 1.0]","[0.5, 0.0041501144940143675, 0.5, 0.15163832603169713, 0.27584230138513854]",0.604,1.0,0.28632614838217,0.27584230138513854,0.0041501144940143675,0.5,0.0,5.8,0.5910714285714286,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444445,0.6267020917678813
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_entrance_distance_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 0.01, 10.0, 0.01, 10.0]","[0.023382106827628202, 0.4658102295439167, 0.025493612905215568, 0.46945479021902814, 0.4930504899629343]",6.004,10.0,0.2954382458917446,0.4658102295439167,0.023382106827628202,0.4930504899629343,0.0,5.4,0.6160714285714286,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444444,0.7387778836230848
l2,5,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.1, 0.01, 0.1]","[0.4274620591477727, 0.4410344062490401, 0.44733601378371757, 0.44892451410362433, 0.457909473955152]",0.046,0.01,0.4445332934478613,0.44733601378371757,0.4274620591477727,0.457909473955152,0.0,6.2,0.5642857142857143,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6444444444444444,0.7331077694235588
l1,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 0.01, 1.0, 1.0]","[0.5, 0.09766182721139993, 0.5, 0.14587436730814662, 0.4759081441180958]",0.604,1.0,0.3438888677275284,0.4759081441180958,0.09766182721139993,0.5,0.0,5.2,0.6303571428571428,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333335,0.7341441839893852
l1,5,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 0.01, 1.0, 1.0]","[0.5, 0.00016072193861338402, 0.5, 0.07481857992956276, 0.29232340010526126]",2.404,1.0,0.2734605403946875,0.29232340010526126,0.00016072193861338402,0.5,0.0,6.0,0.5803571428571429,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333334,0.7170681605975723
l1,3,residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 0.01, 1.0, 1.0]","[0.5, 0.00243276491437161, 0.5, 0.22984140229253447, 0.3896900307511121]",2.404,1.0,0.32439283959160364,0.3896900307511121,0.00243276491437161,0.5,0.0,5.8,0.5910714285714286,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333334,0.7078696741854635
l1,4,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 10.0, 10.0]","[0.1632364640429188, 0.5, 0.5, 0.016948438146708877, 0.008791943637053046]",4.204,1.0,0.2377953691653361,0.1632364640429188,0.008791943637053046,0.5,0.0,5.4,0.6214285714285714,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333334,0.7070436507936507
l2,5,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 0.01, 0.01]","[0.4390569929194472, 0.47531355823691257, 0.45010607460447327, 0.4561009586573339, 0.4993395318174697]",0.01,0.01,0.4639834232471274,0.4561009586573339,0.4390569929194472,0.4993395318174697,0.0,6.2,0.5625,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333334,0.707001326846528
l1,4,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 10.0, 1.0]","[0.2293313239372512, 0.5, 0.5, 0.00844972957173784, 0.4376269172170908]",2.404,1.0,0.335081594145216,0.4376269172170908,0.00844972957173784,0.5,0.0,5.6,0.6053571428571429,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333334,0.6953769841269841
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 0.01, 10.0]","[0.47236169391990146, 0.47398651640737377, 0.47654079500768753, 0.4766666472390846, 0.411516203690652]",2.008,0.01,0.46221437125293985,0.47398651640737377,0.411516203690652,0.4766666472390846,0.0,6.2,0.5625,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333334,0.6930727554179567
l1,3,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 1.0, 1.0]","[0.1670760477412666, 0.5, 0.5, 0.22388690264051547, 0.4217466223120194]",0.604,1.0,0.36254191453876033,0.4217466223120194,0.1670760477412666,0.5,0.0,5.8,0.5910714285714286,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333334,0.6857936507936507
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 0.01, 1.0]","[0.1835888902785967, 0.5, 0.5, 0.5, 0.4002746045649652]",0.406,0.01,0.41677269896871233,0.5,0.1835888902785967,0.5,0.0,5.8,0.5892857142857142,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333334,0.6680555555555556
l1,4,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 0.01, 10.0]","[0.17184762094857542, 0.5, 0.5, 0.5, 0.013489043334016682]",2.206,0.01,0.3370673328565184,0.5,0.013489043334016682,0.5,0.0,6.4,0.5517857142857142,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333334,0.6680555555555556
l1,4,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 0.01, 10.0]","[0.2359311086054866, 0.5, 0.5, 0.5, 0.07922586750146254]",2.206,0.01,0.36303139522138983,0.5,0.07922586750146254,0.5,0.0,6.0,0.5785714285714285,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333334,0.6680555555555556
l2,4,ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 0.1, 10.0]","[0.48348567554866084, 0.4873125411207453, 0.4827226970332895, 0.3961682458722545, 0.35996060887554004]",2.0260000000000002,0.01,0.44192995369009813,0.4827226970332895,0.35996060887554004,0.4873125411207453,0.0,5.8,0.5910714285714286,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.7586434837092731
l2,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 10.0, 0.01, 0.01]","[0.4104245973322683, 0.46285636474349223, 0.06548934397709993, 0.4753199114076898, 0.4910618945224072]",2.008,0.01,0.3810304223965915,0.46285636474349223,0.06548934397709993,0.4910618945224072,0.0,6.0,0.5785714285714285,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.7527142220524573
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 1.0, 0.01, 1.0]","[0.0038283197751333153, 0.15552270075756536, 0.06873615227735519, 0.4861705384477345, 0.3882512364548798]",2.602,1.0,0.22050178954253363,0.15552270075756536,0.0038283197751333153,0.4861705384477345,0.0,4.4,0.6910714285714286,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.7468579949462302
l2,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 0.01, 0.01, 0.01]","[0.482566062795283, 0.08275845521439729, 0.46908327013240003, 0.47195703996278615, 0.48576523448784337]",0.20800000000000002,0.01,0.398426012518542,0.47195703996278615,0.08275845521439729,0.48576523448784337,0.0,5.6,0.6071428571428571,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.7455283605283605
l2,5,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 0.01, 0.1, 10.0]","[0.4716982046319389, 0.05062279840243589, 0.48493454016067306, 0.4210704731402547, 0.177215034386916]",4.023999999999999,0.1,0.3211082101444437,0.4210704731402547,0.05062279840243589,0.48493454016067306,0.0,4.6,0.6732142857142857,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.7351315789473684
l1,5,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 0.01, 1.0, 10.0]","[0.013084181229221725, 0.0020373514600928733, 0.5, 0.09555958716156898, 0.5183796877133857]",6.202,10.0,0.22581216151285383,0.09555958716156898,0.0020373514600928733,0.5183796877133857,0.0,5.4,0.6214285714285713,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.727582877648667
l2,5,residue_min_distance_TYR318_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 0.01, 0.01, 0.01]","[0.014989767235017881, 0.15581952577915703, 0.4823635043871438, 0.477653276996597, 0.4956077850626077]",2.206,0.01,0.3252867718921047,0.477653276996597,0.014989767235017881,0.4956077850626077,0.0,5.4,0.6196428571428572,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.7082341269841269
l1,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 10.0, 0.01, 1.0]","[0.3074904616221027, 0.5, 0.011988523023613085, 0.5, 0.3161624517352476]",2.404,1.0,0.3271282872761927,0.3161624517352476,0.011988523023613085,0.5,0.0,5.0,0.6482142857142856,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.7031077694235588
l1,5,residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 1.0, 10.0]","[0.05837345527147686, 0.5, 0.5, 0.1351272095864421, 0.048722393117719864]",2.404,1.0,0.24844461159512782,0.1351272095864421,0.048722393117719864,0.5,0.0,5.6,0.6053571428571429,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.7031077694235588
l1,5,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 0.01, 0.01, 0.01, 10.0]","[0.04320827639248559, 0.5, 0.5, 0.5, 0.136160624540007]",4.006,0.01,0.33587378018649855,0.5,0.04320827639248559,0.5,0.0,6.0,0.5767857142857142,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.6901315789473684
l1,3,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 1.0, 1.0]","[0.1855961426510171, 0.5, 0.5, 0.0623322969036787, 0.1718747711613655]",0.604,1.0,0.28396064214321226,0.1855961426510171,0.0623322969036787,0.5,0.0,6.2,0.5696428571428571,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.6825033738191633
l1,4,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 1.0, 1.0]","[0.1318604529488958, 0.5, 0.5, 0.1381630277042062, 0.4050172823566798]",0.604,1.0,0.3350081526019563,0.4050172823566798,0.1318604529488958,0.5,0.0,5.4,0.6178571428571429,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.6825033738191633
l1,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_VAL179_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 0.01, 0.01, 1.0]","[0.17200556455539484, 0.0002215446038800195, 0.5, 0.5, 0.2745485519386309]",2.404,1.0,0.2893551322195812,0.2745485519386309,0.0002215446038800195,0.5,0.0,5.4,0.6178571428571429,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.6805497198879552
l2,5,residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 1.0, 0.01, 0.01]","[0.47296327494262336, 0.20626050531582651, 0.1924080632372266, 0.4711501613379926, 0.4914663888520393]",0.40599999999999986,0.01,0.3668496787371417,0.4711501613379926,0.1924080632372266,0.4914663888520393,0.0,6.0,0.5803571428571429,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.6793646549528901
l1,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 0.01, 0.01, 1.0]","[0.5, 0.0605403074312556, 0.5, 0.5, 0.1499226223476089]",0.406,0.01,0.3420925859557729,0.5,0.0605403074312556,0.5,0.0,6.8,0.5267857142857142,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.6554887218045113
l1,5,binding_dg_electrostatic_mean|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 0.01, 0.01, 10.0, 10.0]","[4.6772872718925385e-05, 0.5, 0.5, 1.4411515436574263e-07, 0.00034952172040869645]",6.004,10.0,0.2000792877416564,0.00034952172040869645,1.4411515436574263e-07,0.5,0.0,6.4,0.5535714285714286,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.6509663865546218
l1,3,residue_min_distance_TYR318_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 0.01, 1.0, 1.0]","[0.5, 0.4387396096613284, 0.5, 0.36364069307210845, 0.3611425328666915]",0.604,1.0,0.43270456712002564,0.4387396096613284,0.3611425328666915,0.5,0.0,5.2,0.6375,1,8,1,9,0.5263157894736842,0.5055555555555555,0.4242424242424242,0.5147058823529411,0.5055555555555555,0.6333333333333333,0.6407268170426065
